RECORRIDO DE CIERRES DE 2 EN 2  -  todas las velas, de inicio a fin
========================================================================================
fuente: spy_velas.db   dias: 2026-08-11, 2026-08-12, 2026-08-13

delta      = close[i] - close[i-1]   (el diferencial de cada par)
recorrido  = suma acumulada de |delta|  -> lo que el precio ANDUVO desde la apertura
neto       = close[i] - close[apertura] -> lo que el precio AVANZO desde la apertura

########################################################################################
# 1) PARES DESLIZANTES: cada vela contra la anterior
########################################################################################

=== 2026-08-11 ===   390 velas
  hora     open    close    delta  color  recorrido     neto
 12:57   772.99   772.93    -0.06   ROJA      26.74    -0.94
 12:58   772.93   772.84    -0.09   ROJA      26.83    -1.03
 12:59   772.85   772.91    +0.07  VERDE      26.90    -0.96
 13:00   772.91   772.91    +0.00   DOJI      26.90    -0.96
 13:01   772.93   773.04    +0.13  VERDE      27.03    -0.83
 13:02   773.03   772.97    -0.07   ROJA      27.10    -0.90
 13:03   772.98   773.03    +0.06  VERDE      27.16    -0.84
 13:04   773.02   773.05    +0.02  VERDE      27.18    -0.82
 13:05   773.06   773.10    +0.05  VERDE      27.23    -0.77
 13:06   773.11   773.19    +0.09  VERDE      27.32    -0.68
 13:07   773.20   773.26    +0.07  VERDE      27.39    -0.61
 13:08   773.25   773.20    -0.06   ROJA      27.45    -0.67
 13:09   773.19   773.01    -0.19   ROJA      27.64    -0.86
 13:10   773.02   773.00    -0.01   ROJA      27.65    -0.87
 13:11   773.00   772.87    -0.13   ROJA      27.78    -1.00
 13:12   772.87   772.92    +0.05  VERDE      27.83    -0.95
 13:13   772.92   772.96    +0.04  VERDE      27.87    -0.91
 13:14   772.97   773.03    +0.07  VERDE      27.94    -0.84
 13:15   773.03   772.75    -0.28   ROJA      28.22    -1.12
 13:16   772.74   772.72    -0.03   ROJA      28.25    -1.15
 13:17   772.73   772.69    -0.03   ROJA      28.28    -1.18
 13:18   772.70   772.73    +0.04  VERDE      28.32    -1.14
 13:19   772.74   772.77    +0.04  VERDE      28.36    -1.10
 13:20   772.77   772.81    +0.04  VERDE      28.40    -1.06
 13:21   772.82   772.83    +0.02  VERDE      28.42    -1.04
 13:22   772.85   772.73    -0.10   ROJA      28.52    -1.14
 13:23   772.72   772.72    -0.01   DOJI      28.53    -1.15
 13:24   772.73   772.79    +0.07  VERDE      28.60    -1.08
 13:25   772.78   772.92    +0.13  VERDE      28.73    -0.95
 13:26   772.92   773.02    +0.10  VERDE      28.83    -0.85
 13:27   773.02   772.95    -0.07   ROJA      28.90    -0.92
 13:28   772.95   772.88    -0.07   ROJA      28.97    -0.99
 13:29   772.88   772.78    -0.10   ROJA      29.07    -1.09
 13:30   772.83   772.79    +0.01   ROJA      29.08    -1.08
 13:31   772.79   772.77    -0.02   ROJA      29.10    -1.10
 13:32   772.78   772.86    +0.09  VERDE      29.19    -1.01
 13:33   772.87   772.92    +0.06  VERDE      29.25    -0.95
 13:34   772.91   772.90    -0.02   ROJA      29.27    -0.97
 13:35   772.90   772.82    -0.08   ROJA      29.35    -1.05
 13:36   772.82   772.94    +0.12  VERDE      29.47    -0.93
 13:37   772.93   772.91    -0.03   ROJA      29.50    -0.96
 13:38   772.92   772.85    -0.06   ROJA      29.56    -1.02
 13:39   772.86   772.87    +0.02  VERDE      29.58    -1.00
 13:40   772.86   772.92    +0.05  VERDE      29.63    -0.95
 13:41   772.92   772.94    +0.02  VERDE      29.65    -0.93
 13:42   772.95   772.95    +0.01   DOJI      29.66    -0.92
 13:43   772.95   772.94    -0.01   ROJA      29.67    -0.93
 13:44   772.94   772.88    -0.06   ROJA      29.73    -0.99
 13:45   772.86   772.81    -0.07   ROJA      29.80    -1.06
 13:46   772.82   772.87    +0.06  VERDE      29.86    -1.00
 13:47   772.87   772.90    +0.03  VERDE      29.89    -0.97
 13:48   772.90   772.82    -0.08   ROJA      29.97    -1.05
 13:49   772.82   772.80    -0.02   ROJA      29.99    -1.07
 13:50   772.79   772.89    +0.09  VERDE      30.08    -0.98
 13:51   772.90   772.92    +0.03  VERDE      30.11    -0.95
 13:52   772.92   772.91    -0.01   ROJA      30.12    -0.96
 13:53   772.91   772.83    -0.08   ROJA      30.20    -1.04
 13:54   772.83   772.75    -0.08   ROJA      30.28    -1.12
 13:55   772.75   772.70    -0.05   ROJA      30.33    -1.17
 13:56   772.71   772.79    +0.09  VERDE      30.42    -1.08
 13:57   772.81   772.84    +0.05  VERDE      30.47    -1.03
 13:58   772.84   772.88    +0.04  VERDE      30.51    -0.99
 13:59   772.87   772.81    -0.07   ROJA      30.58    -1.06
 14:00   772.81   772.81    +0.00   DOJI      30.58    -1.06
 14:01   772.80   772.87    +0.06  VERDE      30.64    -1.00
 14:02   772.86   772.86    -0.01   DOJI      30.65    -1.01
 14:03   772.86   772.89    +0.03  VERDE      30.68    -0.98
 14:04   772.90   772.91    +0.02  VERDE      30.70    -0.96
 14:05   772.89   772.94    +0.03  VERDE      30.73    -0.93
 14:06   772.95   772.86    -0.08   ROJA      30.81    -1.01
 14:07   772.85   772.87    +0.01  VERDE      30.82    -1.00
 14:08   772.88   772.86    -0.01   ROJA      30.83    -1.01
 14:09   772.85   772.89    +0.03  VERDE      30.86    -0.98
 14:10   772.89   772.91    +0.02  VERDE      30.88    -0.96
 14:11   772.94   773.18    +0.27  VERDE      31.15    -0.69
 14:12   773.16   773.13    -0.05   ROJA      31.20    -0.74
 14:13   773.14   773.17    +0.04  VERDE      31.24    -0.70
 14:14   773.18   773.11    -0.06   ROJA      31.30    -0.76
 14:15   773.11   773.12    +0.01  VERDE      31.31    -0.75
 14:16   773.11   773.10    -0.02   ROJA      31.33    -0.77
 14:17   773.08   772.99    -0.11   ROJA      31.44    -0.88
 14:18   773.00   773.04    +0.05  VERDE      31.49    -0.83
 14:19   773.03   773.13    +0.09  VERDE      31.58    -0.74
 14:20   773.12   773.01    -0.12   ROJA      31.70    -0.86
 14:21   773.02   773.14    +0.13  VERDE      31.83    -0.73
 14:22   773.14   773.11    -0.03   ROJA      31.86    -0.76
 14:23   773.11   773.13    +0.02  VERDE      31.88    -0.74
 14:24   773.13   773.23    +0.10  VERDE      31.98    -0.64
 14:25   773.23   773.17    -0.06   ROJA      32.04    -0.70
 14:26   773.18   773.20    +0.03  VERDE      32.07    -0.67
 14:27   773.19   773.20    +0.00  VERDE      32.07    -0.67
 14:28   773.18   773.15    -0.05   ROJA      32.12    -0.72
 14:29   773.17   773.09    -0.06   ROJA      32.18    -0.78
 14:30   773.09   773.22    +0.13  VERDE      32.31    -0.65
 14:31   773.22   773.32    +0.10  VERDE      32.41    -0.55
 14:32   773.32   773.42    +0.10  VERDE      32.51    -0.45
 14:33   773.42   773.39    -0.03   ROJA      32.54    -0.48
 14:34   773.40   773.35    -0.04   ROJA      32.58    -0.52
 14:35   773.33   773.42    +0.07  VERDE      32.65    -0.45
 14:36   773.42   773.46    +0.04  VERDE      32.69    -0.41
 14:37   773.46   773.42    -0.04   ROJA      32.73    -0.45
 14:38   773.42   773.45    +0.03  VERDE      32.76    -0.42
 14:39   773.45   773.43    -0.02   ROJA      32.78    -0.44
 14:40   773.42   773.55    +0.12  VERDE      32.90    -0.32
 14:41   773.54   773.60    +0.05  VERDE      32.95    -0.27
 14:42   773.60   773.56    -0.04   ROJA      32.99    -0.31
 14:43   773.56   773.57    +0.01  VERDE      33.00    -0.30
 14:44   773.55   773.51    -0.06   ROJA      33.06    -0.36
 14:45   773.52   773.43    -0.08   ROJA      33.14    -0.44
 14:46   773.43   773.52    +0.09  VERDE      33.23    -0.35
 14:47   773.50   773.48    -0.04   ROJA      33.27    -0.39
 14:48   773.48   773.54    +0.06  VERDE      33.33    -0.33
 14:49   773.54   773.53    -0.01   ROJA      33.34    -0.34
 14:50   773.53   773.54    +0.01  VERDE      33.35    -0.33
 14:51   773.54   773.59    +0.05  VERDE      33.40    -0.28
 14:52   773.58   773.54    -0.05   ROJA      33.45    -0.33
 14:53   773.53   773.48    -0.06   ROJA      33.51    -0.39
 14:54   773.48   773.44    -0.04   ROJA      33.55    -0.43
 14:55   773.45   773.33    -0.11   ROJA      33.66    -0.54
 14:56   773.34   773.29    -0.04   ROJA      33.70    -0.58
 14:57   773.28   773.08    -0.21   ROJA      33.91    -0.79
 14:58   773.08   773.12    +0.04  VERDE      33.95    -0.75
 14:59   773.13   773.06    -0.06   ROJA      34.01    -0.81
 15:00   773.04   773.30    +0.24  VERDE      34.25    -0.57
 15:01   773.30   773.29    -0.01   ROJA      34.26    -0.58
 15:02   773.30   773.28    -0.01   ROJA      34.27    -0.59
 15:03   773.28   773.25    -0.03   ROJA      34.30    -0.62
 15:04   773.26   773.25    +0.00   ROJA      34.30    -0.62
 15:05   773.26   773.34    +0.09  VERDE      34.39    -0.53
 15:06   773.35   773.33    -0.01   ROJA      34.40    -0.54
 15:07   773.32   773.30    -0.03   ROJA      34.43    -0.57
 15:08   773.29   773.29    -0.01   DOJI      34.44    -0.58
 15:09   773.28   773.23    -0.06   ROJA      34.50    -0.64
 15:10   773.23   773.16    -0.07   ROJA      34.57    -0.71
 15:11   773.14   773.13    -0.03   ROJA      34.60    -0.74
 15:12   773.13   773.12    -0.01   ROJA      34.61    -0.75
 15:13   773.12   773.15    +0.03  VERDE      34.64    -0.72
 15:14   773.16   773.07    -0.08   ROJA      34.72    -0.80
 15:15   773.07   773.06    -0.01   ROJA      34.73    -0.81
 15:16   773.07   773.17    +0.11  VERDE      34.84    -0.70
 15:17   773.17   773.16    -0.01   ROJA      34.85    -0.71
 15:18   773.16   773.17    +0.01  VERDE      34.86    -0.70
 15:19   773.17   773.15    -0.02   ROJA      34.88    -0.72
 15:20   773.14   772.98    -0.17   ROJA      35.05    -0.89
 15:21   772.98   772.86    -0.12   ROJA      35.17    -1.01
 15:22   772.85   772.93    +0.07  VERDE      35.24    -0.94
 15:23   772.91   772.91    -0.02   DOJI      35.26    -0.96
 15:24   772.91   772.87    -0.04   ROJA      35.30    -1.00
 15:25   772.87   772.94    +0.07  VERDE      35.37    -0.93
 15:26   772.93   772.95    +0.01  VERDE      35.38    -0.92
 15:27   772.96   772.84    -0.11   ROJA      35.49    -1.03
 15:28   772.84   772.87    +0.03  VERDE      35.52    -1.00
 15:29   772.88   772.98    +0.11  VERDE      35.63    -0.89
 15:30   772.98   772.90    -0.08   ROJA      35.71    -0.97
 15:31   772.90   772.97    +0.07  VERDE      35.78    -0.90
 15:32   772.98   772.96    -0.01   ROJA      35.79    -0.91
 15:33   772.95   772.82    -0.14   ROJA      35.93    -1.05
 15:34   772.81   772.88    +0.06  VERDE      35.99    -0.99
 15:35   772.87   772.91    +0.03  VERDE      36.02    -0.96
 15:36   772.91   772.95    +0.04  VERDE      36.06    -0.92
 15:37   772.95   772.90    -0.05   ROJA      36.11    -0.97
 15:38   772.90   772.97    +0.07  VERDE      36.18    -0.90
 15:39   772.97   772.89    -0.08   ROJA      36.26    -0.98
 15:40   772.88   772.83    -0.06   ROJA      36.32    -1.04
 15:41   772.85   772.72    -0.11   ROJA      36.43    -1.15
 15:42   772.73   772.60    -0.12   ROJA      36.55    -1.27
 15:43   772.61   772.72    +0.12  VERDE      36.67    -1.15
 15:44   772.73   772.87    +0.15  VERDE      36.82    -1.00
 15:45   772.86   772.78    -0.09   ROJA      36.91    -1.09
 15:46   772.78   772.74    -0.04   ROJA      36.95    -1.13
 15:47   772.74   772.92    +0.18  VERDE      37.13    -0.95
 15:48   772.90   772.99    +0.07  VERDE      37.20    -0.88
 15:49   772.99   772.88    -0.11   ROJA      37.31    -0.99
 15:50   772.88   772.50    -0.38   ROJA      37.69    -1.37
 15:51   772.49   772.37    -0.13   ROJA      37.82    -1.50
 15:52   772.37   772.41    +0.04  VERDE      37.86    -1.46
 15:53   772.41   772.42    +0.01  VERDE      37.87    -1.45
 15:54   772.42   772.24    -0.18   ROJA      38.05    -1.63
 15:55   772.26   772.07    -0.17   ROJA      38.22    -1.80
 15:56   772.08   772.28    +0.21  VERDE      38.43    -1.59
 15:57   772.25   772.25    -0.03   DOJI      38.46    -1.62
 15:58   772.26   772.40    +0.15  VERDE      38.61    -1.47
 15:59   772.40   772.52    +0.12  VERDE      38.73    -1.35

  RESUMEN 2026-08-12
    velas=390  pares=389
    recorrido total (suma|delta|) =    38.73 puntos
    neto (close_fin - close_ini)  =    -1.35 puntos
    eficiencia |neto|/recorrido   =    0.035
    |delta| medio=0.0996  mediana=0.0700  max=0.81
    pares al alza=188 (suman +18.69)  a la baja=190 (suman -20.04)  planos=11

=== 2026-08-13 ===   62 velas
  hora     open    close    delta  color  recorrido     neto
 09:30   774.88   774.35        -      -       0.00     0.00
 09:31   774.33   774.48    +0.13  VERDE       0.13    +0.13
 09:32   774.46   774.71    +0.23  VERDE       0.36    +0.36
 09:33   774.67   775.00    +0.29  VERDE       0.65    +0.65
 09:34   775.00   775.38    +0.38  VERDE       1.03    +1.03
 09:35   775.39   775.71    +0.33  VERDE       1.36    +1.36
 09:36   775.72   776.10    +0.39  VERDE       1.75    +1.75
 09:37   776.09   776.18    +0.08  VERDE       1.83    +1.83
 09:38   776.18   776.15    -0.03   ROJA       1.86    +1.80
 09:39   776.14   776.44    +0.29  VERDE       2.15    +2.09
 09:40   776.44   776.25    -0.19   ROJA       2.34    +1.90
 09:41   776.24   776.11    -0.14   ROJA       2.48    +1.76
 09:42   776.12   776.13    +0.02  VERDE       2.50    +1.78
 09:43   776.13   775.74    -0.39   ROJA       2.89    +1.39
 09:44   775.75   775.71    -0.03   ROJA       2.92    +1.36
 09:45   775.72   776.22    +0.51  VERDE       3.43    +1.87
 09:46   776.22   776.62    +0.40  VERDE       3.83    +2.27
 09:47   776.60   776.84    +0.22  VERDE       4.05    +2.49
 09:48   776.83   776.78    -0.06   ROJA       4.11    +2.43
 09:49   776.78   776.84    +0.06  VERDE       4.17    +2.49
 09:50   776.84   776.88    +0.04  VERDE       4.21    +2.53
 09:51   776.86   777.02    +0.14  VERDE       4.35    +2.67
 09:52   777.03   776.98    -0.04   ROJA       4.39    +2.63
 09:53   776.96   776.89    -0.09   ROJA       4.48    +2.54
 09:54   776.88   777.15    +0.26  VERDE       4.74    +2.80
 09:55   777.13   777.02    -0.13   ROJA       4.87    +2.67
 09:56   777.01   777.35    +0.33  VERDE       5.20    +3.00
 09:57   777.35   777.40    +0.05  VERDE       5.25    +3.05
 09:58   777.40   777.65    +0.25  VERDE       5.50    +3.30
 09:59   777.64   777.61    -0.04   ROJA       5.54    +3.26
 10:00   777.60   777.97    +0.36  VERDE       5.90    +3.62
 10:01   777.94   777.99    +0.02  VERDE       5.92    +3.64
 10:02   777.99   778.25    +0.26  VERDE       6.18    +3.90
 10:03   778.25   778.03    -0.22   ROJA       6.40    +3.68
 10:04   778.02   778.23    +0.20  VERDE       6.60    +3.88
 10:05   778.23   778.23    +0.00   DOJI       6.60    +3.88
 10:06   778.22   778.12    -0.11   ROJA       6.71    +3.77
 10:07   778.12   778.07    -0.05   ROJA       6.76    +3.72
 10:08   778.07   778.07    +0.00   DOJI       6.76    +3.72
 10:09   778.08   778.14    +0.07  VERDE       6.83    +3.79
 10:10   778.15   778.19    +0.05  VERDE       6.88    +3.84
 10:11   778.18   778.46    +0.27  VERDE       7.15    +4.11
 10:12   778.47   778.47    +0.01   DOJI       7.16    +4.12
 10:13   778.47   778.46    -0.01   ROJA       7.17    +4.11
 10:14   778.47   778.51    +0.05  VERDE       7.22    +4.16
 10:15   778.53   778.45    -0.06   ROJA       7.28    +4.10
 10:16   778.44   778.25    -0.20   ROJA       7.48    +3.90
 10:17   778.25   778.35    +0.10  VERDE       7.58    +4.00
 10:18   778.36   778.58    +0.23  VERDE       7.81    +4.23
 10:19   778.58   778.53    -0.05   ROJA       7.86    +4.18
 10:20   778.54   778.55    +0.02  VERDE       7.88    +4.20
 10:21   778.57   778.83    +0.28  VERDE       8.16    +4.48
 10:22   778.84   778.95    +0.12  VERDE       8.28    +4.60
 10:23   778.96   779.10    +0.15  VERDE       8.43    +4.75
 10:24   779.10   779.03    -0.07   ROJA       8.50    +4.68
 10:25   779.03   779.12    +0.09  VERDE       8.59    +4.77
 10:26   779.14   779.04    -0.08   ROJA       8.67    +4.69
 10:27   779.05   779.03    -0.01   ROJA       8.68    +4.68
 10:28   779.01   779.22    +0.19  VERDE       8.87    +4.87
 10:29   779.23   779.19    -0.03   ROJA       8.90    +4.84
 10:30   779.19   778.99    -0.20   ROJA       9.10    +4.64
 10:31   778.98   779.01    +0.02  VERDE       9.12    +4.66

  RESUMEN 2026-08-13
    velas=62  pares=61
    recorrido total (suma|delta|) =     9.12 puntos
    neto (close_fin - close_ini)  =    +4.66 puntos
    eficiencia |neto|/recorrido   =    0.511
    |delta| medio=0.1495  mediana=0.1100  max=0.51
    pares al alza=37 (suman +6.89)  a la baja=22 (suman -2.23)  planos=2

########################################################################################
# 2) BLOQUES DISJUNTOS DE 2 VELAS: (1,2) (3,4) (5,6)... sin solapar
########################################################################################
   dif_bloque = close de la 2a vela - close de la 1a vela del bloque

=== 2026-08-11 ===
 bloque  desde  hasta  close_ini  close_fin      dif      acum
      1  09:30  09:31     773.94     773.57    -0.37     -0.37
      2  09:32  09:33     773.49     773.31    -0.18     -0.55
      3  09:34  09:35     773.47     773.04    -0.43     -0.98
      4  09:36  09:37     773.23     773.30    +0.07     -0.91
      5  09:38  09:39     773.03     773.11    +0.08     -0.83
      6  09:40  09:41     773.43     773.60    +0.17     -0.66
      7  09:42  09:43     773.57     773.38    -0.19     -0.85
      8  09:44  09:45     773.30     773.00    -0.30     -1.15
      9  09:46  09:47     772.90     772.77    -0.13     -1.28
     10  09:48  09:49     772.79     772.84    +0.05     -1.23
     11  09:50  09:51     772.61     772.75    +0.14     -1.09
     12  09:52  09:53     773.06     773.07    +0.01     -1.08
     13  09:54  09:55     772.92     773.05    +0.13     -0.95
     14  09:56  09:57     773.32     773.41    +0.09     -0.86
     15  09:58  09:59     773.31     773.62    +0.31     -0.55
     16  10:00  10:01     774.03     773.98    -0.05     -0.60
     17  10:02  10:03     773.89     773.90    +0.01     -0.59
     18  10:04  10:05     773.87     773.95    +0.08     -0.51
     19  10:06  10:07     773.85     773.75    -0.10     -0.61
     20  10:08  10:09     773.70     773.79    +0.09     -0.52
     21  10:10  10:11     773.83     773.72    -0.11     -0.63
     22  10:12  10:13     773.70     773.69    -0.01     -0.64
     23  10:14  10:15     773.78     773.88    +0.10     -0.54
     24  10:16  10:17     773.80     773.47    -0.33     -0.87
     25  10:18  10:19     773.55     773.63    +0.08     -0.79
     26  10:20  10:21     773.79     773.68    -0.11     -0.90
     27  10:22  10:23     773.49     773.56    +0.07     -0.83
     28  10:24  10:25     773.40     773.55    +0.15     -0.68
     29  10:26  10:27     773.52     773.50    -0.02     -0.70
     30  10:28  10:29     773.80     773.87    +0.07     -0.63
     31  10:30  10:31     773.52     773.56    +0.04     -0.59
     32  10:32  10:33     773.57     773.62    +0.05     -0.54
     33  10:34  10:35     773.67     773.70    +0.03     -0.51
     34  10:36  10:37     773.71     773.41    -0.30     -0.81
     35  10:38  10:39     773.35     773.35    +0.00     -0.81
     36  10:40  10:41     773.52     773.58    +0.06     -0.75
     37  10:42  10:43     773.52     773.41    -0.11     -0.86
     38  10:44  10:45     773.37     773.58    +0.21     -0.65
     39  10:46  10:47     773.74     773.77    +0.03     -0.62
     40  10:48  10:49     773.90     773.90    +0.00     -0.62
     41  10:50  10:51     773.53     773.87    +0.34     -0.28
     42  10:52  10:53     773.98     773.66    -0.32     -0.60
     43  10:54  10:55     773.89     773.79    -0.10     -0.70
     44  10:56  10:57     773.70     773.73    +0.03     -0.67
     45  10:58  10:59     773.71     773.62    -0.09     -0.76
     46  11:00  11:01     773.76     773.79    +0.03     -0.73
     47  11:02  11:03     773.53     773.49    -0.04     -0.77
     48  11:04  11:05     773.50     773.27    -0.23     -1.00
     49  11:06  11:07     773.10     773.05    -0.05     -1.05
     50  11:08  11:09     772.88     772.80    -0.08     -1.13
     51  11:10  11:11     772.80     772.75    -0.05     -1.18
     52  11:12  11:13     772.83     772.61    -0.22     -1.40
     53  11:14  11:15     772.66     772.64    -0.02     -1.42
     54  11:16  11:17     772.53     772.49    -0.04     -1.46
     55  11:18  11:19     772.22     772.45    +0.23     -1.23
     56  11:20  11:21     772.54     772.78    +0.24     -0.99
     57  11:22  11:23     772.75     772.64    -0.11     -1.10
     58  11:24  11:25     772.51     772.62    +0.11     -0.99
     59  11:26  11:27     772.62     772.46    -0.16     -1.15
     60  11:28  11:29     772.42     772.40    -0.02     -1.17
     61  11:30  11:31     772.51     772.36    -0.15     -1.32
     62  11:32  11:33     772.46     772.37    -0.09     -1.41
     63  11:34  11:35     771.95     772.01    +0.06     -1.35
     64  11:36  11:37     772.05     771.99    -0.06     -1.41
     65  11:38  11:39     771.99     771.86    -0.13     -1.54
     66  11:40  11:41     771.99     771.98    -0.01     -1.55
     67  11:42  11:43     772.11     772.18    +0.07     -1.48
     68  11:44  11:45     772.18     772.09    -0.09     -1.57
     69  11:46  11:47     771.98     771.91    -0.07     -1.64
     70  11:48  11:49     772.00     772.00    +0.00     -1.64
     71  11:50  11:51     772.23     771.93    -0.30     -1.94
     72  11:52  11:53     771.84     771.79    -0.05     -1.99
     73  11:54  11:55     771.84     771.79    -0.05     -2.04
     74  11:56  11:57     771.91     771.86    -0.05     -2.09
     75  11:58  11:59     772.00     772.00    +0.00     -2.09
     76  12:00  12:01     772.29     772.10    -0.19     -2.28
     77  12:02  12:03     772.16     772.03    -0.13     -2.41
     78  12:04  12:05     772.04     772.35    +0.31     -2.10
     79  12:06  12:07     772.32     772.26    -0.06     -2.16
     80  12:08  12:09     772.27     772.31    +0.04     -2.12
     81  12:10  12:11     772.27     772.11    -0.16     -2.28
     82  12:12  12:13     772.10     772.10    +0.00     -2.28
     83  12:14  12:15     771.96     772.14    +0.18     -2.10
     84  12:16  12:17     772.34     772.35    +0.01     -2.09
     85  12:18  12:19     772.23     772.08    -0.15     -2.24
     86  12:20  12:21     772.05     772.13    +0.08     -2.16
     87  12:22  12:23     772.16     772.02    -0.14     -2.30
     88  12:24  12:25     771.71     771.63    -0.08     -2.38
     89  12:26  12:27     771.65     771.88    +0.23     -2.15
     90  12:28  12:29     771.67     771.82    +0.15     -2.00
     91  12:30  12:31     771.83     771.54    -0.29     -2.29
     92  12:32  12:33     771.50     771.56    +0.06     -2.23
     93  12:34  12:35     771.56     771.74    +0.18     -2.05
     94  12:36  12:37     771.81     771.91    +0.10     -1.95
     95  12:38  12:39     771.87     771.87    +0.00     -1.95
     96  12:40  12:41     771.74     771.73    -0.01     -1.96
     97  12:42  12:43     771.71     771.58    -0.13     -2.09
     98  12:44  12:45     771.58     771.47    -0.11     -2.20
     99  12:46  12:47     771.36     771.36    +0.00     -2.20
    100  12:48  12:49     771.37     771.43    +0.06     -2.14
    101  12:50  12:51     771.38     771.45    +0.07     -2.07
    102  12:52  12:53     771.39     771.33    -0.06     -2.13
    103  12:54  12:55     771.38     771.29    -0.09     -2.22
    104  12:56  12:57     771.20     771.14    -0.06     -2.28
    105  12:58  12:59     771.08     771.14    +0.06     -2.22
    106  13:00  13:01     771.02     771.07    +0.05     -2.17
    107  13:02  13:03     770.86     770.98    +0.12     -2.05
    108  13:04  13:05     770.78     770.84    +0.06     -1.99
    109  13:06  13:07     771.03     770.98    -0.05     -2.04
    110  13:08  13:09     770.91     770.88    -0.03     -2.07
    111  13:10  13:11     770.78     770.55    -0.23     -2.30
    112  13:12  13:13     770.47     770.47    +0.00     -2.30
    113  13:14  13:15     770.33     770.45    +0.12     -2.18
    114  13:16  13:17     770.37     770.64    +0.27     -1.91
    115  13:18  13:19     770.68     770.75    +0.07     -1.84
    116  13:20  13:21     770.74     770.94    +0.20     -1.64
    117  13:22  13:23     770.73     770.75    +0.02     -1.62
    118  13:24  13:25     770.90     770.75    -0.15     -1.77
    119  13:26  13:27     770.80     770.73    -0.07     -1.84
    120  13:28  13:29     770.88     770.85    -0.03     -1.87
    121  13:30  13:31     770.81     770.77    -0.04     -1.91
    122  13:32  13:33     770.73     770.79    +0.06     -1.85
    123  13:34  13:35     770.94     771.04    +0.10     -1.75
    124  13:36  13:37     771.01     770.94    -0.07     -1.82
    125  13:38  13:39     770.77     770.88    +0.11     -1.71
    126  13:40  13:41     771.00     771.14    +0.14     -1.57
    127  13:42  13:43     771.26     771.21    -0.05     -1.62
    128  13:44  13:45     771.27     771.21    -0.06     -1.68
    129  13:46  13:47     771.23     771.25    +0.02     -1.66
    130  13:48  13:49     771.31     771.17    -0.14     -1.80
    131  13:50  13:51     771.25     771.22    -0.03     -1.83
    132  13:52  13:53     771.26     771.25    -0.01     -1.84
    133  13:54  13:55     771.29     771.24    -0.05     -1.89
    134  13:56  13:57     771.15     771.14    -0.01     -1.90
    135  13:58  13:59     771.26     771.24    -0.02     -1.92
    136  14:00  14:01     771.16     771.05    -0.11     -2.03
    137  14:02  14:03     770.98     771.11    +0.13     -1.90
    138  14:04  14:05     771.07     771.00    -0.07     -1.97
    139  14:06  14:07     770.76     770.83    +0.07     -1.90
    140  14:08  14:09     770.73     770.69    -0.04     -1.94
    141  14:10  14:11     770.75     770.85    +0.10     -1.84
    142  14:12  14:13     770.78     770.78    +0.00     -1.84
    143  14:14  14:15     770.84     770.79    -0.05     -1.89
    144  14:16  14:17     770.73     770.66    -0.07     -1.96
    145  14:18  14:19     770.73     770.75    +0.02     -1.94
    146  14:20  14:21     770.52     770.42    -0.10     -2.04
    147  14:22  14:23     770.41     770.31    -0.10     -2.14
    148  14:24  14:25     770.49     770.55    +0.06     -2.08
    149  14:26  14:27     770.38     770.11    -0.27     -2.35
    150  14:28  14:29     769.89     769.50    -0.39     -2.74
    151  14:30  14:31     769.80     769.97    +0.17     -2.57
    152  14:32  14:33     769.99     769.88    -0.11     -2.68
    153  14:34  14:35     770.00     770.08    +0.08     -2.60
    154  14:36  14:37     770.11     770.01    -0.10     -2.70
    155  14:38  14:39     770.00     770.01    +0.01     -2.69
    156  14:40  14:41     769.84     769.68    -0.16     -2.85
    157  14:42  14:43     769.84     769.82    -0.02     -2.87
    158  14:44  14:45     769.79     769.92    +0.13     -2.74
    159  14:46  14:47     769.96     769.99    +0.03     -2.71
    160  14:48  14:49     770.17     770.34    +0.17     -2.54
    161  14:50  14:51     770.24     770.27    +0.03     -2.51
    162  14:52  14:53     770.36     770.30    -0.06     -2.57
    163  14:54  14:55     770.37     770.28    -0.09     -2.66
    164  14:56  14:57     770.19     770.33    +0.14     -2.52
    165  14:58  14:59     770.13     770.08    -0.05     -2.57
    166  15:00  15:01     769.98     769.99    +0.01     -2.56
    167  15:02  15:03     770.09     770.10    +0.01     -2.55
    168  15:04  15:05     770.10     770.08    -0.02     -2.57
    169  15:06  15:07     770.03     769.89    -0.14     -2.71
    170  15:08  15:09     769.97     770.08    +0.11     -2.60
    171  15:10  15:11     770.18     770.25    +0.07     -2.53
    172  15:12  15:13     770.20     770.35    +0.15     -2.38
    173  15:14  15:15     770.24     770.21    -0.03     -2.41
    174  15:16  15:17     770.33     770.26    -0.07     -2.48
    175  15:18  15:19     770.38     770.44    +0.06     -2.42
    176  15:20  15:21     770.44     770.52    +0.08     -2.34
    177  15:22  15:23     770.50     770.53    +0.03     -2.31
    178  15:24  15:25     770.64     770.62    -0.02     -2.33
    179  15:26  15:27     770.57     770.52    -0.05     -2.38
    180  15:28  15:29     770.66     770.63    -0.03     -2.41
    181  15:30  15:31     770.69     770.76    +0.07     -2.34
    182  15:32  15:33     770.61     770.69    +0.08     -2.26
    183  15:34  15:35     770.80     770.79    -0.01     -2.27
    184  15:36  15:37     770.96     770.92    -0.04     -2.31
    185  15:38  15:39     771.08     771.05    -0.03     -2.34
