PREMIUM POR MINUTO vs PRECIO DEL SPY  —  2026-08-10  —  expiry 0DTE 20260810
Rejilla completa 09:30 -> 16:12 = 403 minutos | con dato 350 | sin dato 53
B = ese minuto incluye la banda (3 min de golpe).  Vacio = sin lectura ese minuto.
Importes en DOLARES, premium BRUTO (no distingue comprador de vendedor).

┌──────────┬─────┬────────────────┬────────────────┬────────────────┬───────────┬────────┬────────┬─────────┬──────────┬────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┐
│   MINUTO │   B │           CALL │            PUT │          C - P │       SPY │    RSI │  SCORE │     DIR │    MACDh │   ATR% │     VWAP │      OBV │     EMA8 │    EMA21 │    EMA50 │    SMA20 │    SMA50 │   SMA200 │
│    14:38 │     │          76731 │         136677 │         -59946 │    772.43 │   44.0 │     -4 │    BEAR │   -0.011 │   0.02 │   772.50 │  bearish │   772.50 │   772.57 │   772.66 │          │          │          │
│    14:39 │     │         107757 │          83999 │         +23758 │    772.56 │   45.1 │     -3 │    BEAR │   -0.003 │   0.02 │   772.49 │  bullish │   772.51 │   772.57 │   772.66 │          │          │          │
│    14:40 │   B │         639346 │         485003 │        +154343 │    772.68 │   54.7 │     -1 │    BEAR │    0.011 │   0.02 │   772.49 │  bullish │   772.55 │   772.58 │   772.66 │          │          │          │
│    14:41 │     │         191580 │         172448 │         +19132 │    772.79 │   58.6 │      2 │    BULL │    0.026 │   0.02 │   772.54 │  bullish │   772.60 │   772.60 │   772.67 │          │          │          │
│    14:42 │     │         177548 │         107859 │         +69689 │    772.93 │   62.8 │      2 │    BULL │    0.044 │   0.02 │   772.63 │  bullish │   772.68 │   772.63 │   772.68 │          │          │          │
│    14:43 │   B │        1289151 │         611417 │        +677734 │    772.78 │   59.1 │      2 │    BULL │    0.043 │   0.02 │   772.72 │  bullish │   772.70 │   772.64 │   772.68 │          │          │          │
│    14:44 │     │          94049 │          87069 │          +6980 │    772.88 │   65.5 │      1 │    BULL │    0.047 │   0.02 │   772.78 │  bullish │   772.74 │   772.66 │   772.69 │          │          │          │
│    14:45 │     │          96921 │         109153 │         -12232 │    772.91 │   62.8 │      2 │    BULL │    0.049 │   0.02 │   772.83 │  bullish │   772.78 │   772.69 │   772.70 │          │          │          │
│    14:46 │   B │         740687 │         379061 │        +361626 │    772.87 │   59.4 │      2 │    BULL │    0.046 │   0.02 │   772.85 │  bullish │   772.80 │   772.70 │   772.70 │          │          │          │
│    14:47 │     │          48921 │          35777 │         +13144 │    772.90 │   62.2 │      2 │    BULL │    0.043 │   0.02 │   772.86 │  bullish │   772.82 │   772.72 │   772.71 │          │          │          │
│    14:48 │     │          60316 │          44669 │         +15647 │    772.88 │   63.2 │      4 │    BULL │    0.037 │   0.02 │   772.87 │  bullish │   772.83 │   772.74 │   772.72 │          │          │          │
│    14:49 │   B │         376146 │         350030 │         +26116 │    772.85 │   59.8 │      2 │    BULL │    0.029 │   0.02 │   772.87 │  bullish │   772.84 │   772.75 │   772.72 │          │          │          │
│    14:50 │     │         101175 │          63054 │         +38121 │    772.95 │   69.2 │      1 │    BULL │    0.029 │   0.02 │   772.88 │  bullish │   772.86 │   772.76 │   772.73 │          │          │          │
│    14:51 │     │         275251 │         181109 │         +94142 │    772.93 │   76.1 │      2 │    BULL │    0.026 │   0.02 │   772.90 │  bullish │   772.88 │   772.78 │   772.74 │          │          │          │
│    14:52 │   B │              0 │              0 │             +0 │    773.01 │   76.4 │      0 │ NEUTRAL │    0.027 │   0.02 │   772.92 │  bullish │   772.91 │   772.80 │   772.75 │          │          │          │
│    14:53 │     │         108638 │          32270 │         +76368 │    773.08 │   75.0 │      0 │ NEUTRAL │    0.030 │   0.02 │   772.95 │  bullish │   772.95 │   772.83 │   772.76 │          │          │          │
│    14:54 │     │         127599 │          34502 │         +93097 │    773.11 │   72.6 │      1 │    BULL │    0.032 │   0.02 │   773.01 │  bullish │   772.98 │   772.85 │   772.78 │          │          │          │
│    14:55 │   B │         676140 │         445272 │        +230868 │    773.01 │   61.7 │      2 │    BULL │    0.024 │   0.02 │   773.03 │  bullish │   772.99 │   772.87 │   772.79 │          │          │          │
│    14:56 │     │         103177 │          37595 │         +65582 │    773.15 │   61.7 │      2 │    BULL │    0.026 │   0.02 │   773.06 │  bullish │   773.02 │   772.89 │   772.80 │          │          │          │
│    14:57 │     │         247642 │          79584 │        +168058 │    773.28 │   77.2 │      0 │ NEUTRAL │    0.034 │   0.02 │   773.11 │  bullish │   773.08 │   772.93 │   772.82 │          │          │          │
│    14:58 │   B │         979206 │         635522 │        +343684 │    773.18 │   66.3 │      1 │    BULL │    0.029 │   0.02 │   773.14 │  bullish │   773.10 │   772.95 │   772.83 │          │          │          │
│    14:59 │     │          91842 │          46464 │         +45378 │    773.19 │   65.6 │      1 │    BULL │    0.025 │   0.02 │   773.16 │  bullish │   773.12 │   772.97 │   772.85 │          │          │          │
│    15:00 │     │         110456 │          71208 │         +39248 │    773.07 │   60.2 │      0 │ NEUTRAL │    0.012 │   0.02 │   773.18 │  bearish │   773.11 │   772.98 │   772.86 │          │          │          │
│    15:01 │   B │         479974 │         426068 │         +53906 │    773.13 │   61.4 │      1 │    BULL │    0.006 │   0.02 │   773.18 │  neutral │   773.11 │   772.99 │   772.87 │          │          │          │
│    15:02 │     │          94704 │          43739 │         +50965 │    773.18 │   64.4 │      4 │    BULL │    0.004 │   0.02 │   773.17 │  bullish │   773.13 │   773.01 │   772.88 │          │          │          │
│    15:03 │     │         131158 │          26161 │        +104997 │    773.29 │   69.6 │      1 │    BULL │    0.009 │   0.02 │   773.18 │  bullish │   773.17 │   773.04 │   772.90 │          │          │          │
│    15:04 │   B │         582691 │         304711 │        +277980 │    773.19 │   60.7 │      2 │    BULL │    0.004 │   0.02 │   773.18 │  bearish │   773.17 │   773.05 │   772.91 │          │          │          │
│    15:05 │     │          66747 │          68340 │          -1593 │    773.19 │   61.8 │     -4 │    BEAR │   -0.001 │   0.02 │   773.19 │  bearish │   773.17 │   773.06 │   772.92 │          │          │          │
│    15:06 │     │         136163 │          54756 │         +81407 │    773.25 │   61.1 │      0 │ NEUTRAL │   -0.001 │   0.02 │   773.22 │  bullish │   773.19 │   773.08 │   772.93 │          │          │          │
│    15:07 │   B │         443783 │         273202 │        +170581 │    773.30 │   60.4 │      2 │    BULL │    0.002 │   0.02 │   773.24 │  bullish │   773.22 │   773.10 │   772.95 │          │          │          │
│    15:08 │     │         188167 │          52816 │        +135351 │    773.38 │   62.2 │      2 │    BULL │    0.007 │   0.02 │   773.26 │  bullish │   773.25 │   773.13 │   772.96 │          │          │          │
│    15:09 │     │         196269 │          60992 │        +135277 │    773.39 │   68.6 │      1 │    BULL │    0.009 │   0.02 │   773.29 │  bullish │   773.28 │   773.15 │   772.98 │          │          │          │
│    15:10 │   B │         909576 │         549750 │        +359826 │    773.32 │   58.9 │      4 │    BULL │    0.005 │   0.02 │   773.31 │  bullish │   773.29 │   773.17 │   772.99 │          │          │          │
│    15:11 │     │         102910 │          46260 │         +56650 │    773.28 │   50.0 │     -3 │    BEAR │   -0.002 │   0.02 │   773.33 │  bearish │   773.29 │   773.18 │   773.00 │          │          │          │
│    15:12 │     │         134110 │          38388 │         +95722 │    773.30 │   57.7 │     -3 │    BEAR │   -0.006 │   0.02 │   773.33 │  neutral │   773.29 │   773.19 │   773.02 │          │          │          │
│    15:13 │   B │         667310 │         320448 │        +346862 │    773.34 │   59.3 │      0 │ NEUTRAL │   -0.007 │   0.02 │   773.33 │  bullish │   773.30 │   773.20 │   773.03 │          │          │          │
│    15:14 │     │          60776 │          53180 │          +7596 │    773.30 │   65.8 │     -4 │    BEAR │   -0.010 │   0.02 │   773.31 │  neutral │   773.30 │   773.21 │   773.04 │          │          │          │
│    15:15 │     │          41757 │          41764 │             -7 │    773.30 │   62.7 │     -4 │    BEAR │   -0.013 │   0.02 │   773.31 │  bearish │   773.30 │   773.22 │   773.05 │          │          │          │
│    15:16 │   B │         416657 │         296769 │        +119888 │    773.22 │   52.9 │     -3 │    BEAR │   -0.021 │   0.02 │   773.29 │  bearish │   773.28 │   773.22 │   773.06 │          │          │          │
│    15:17 │     │         157016 │         121223 │         +35793 │    773.35 │   54.2 │      1 │    BULL │   -0.017 │   0.02 │   773.30 │  bullish │   773.30 │   773.23 │   773.07 │          │          │          │
│    15:18 │     │         109600 │          86631 │         +22969 │    773.38 │   64.6 │     -2 │    BEAR │   -0.012 │   0.01 │   773.31 │  bullish │   773.32 │   773.24 │   773.08 │          │          │          │
│    15:19 │   B │         389018 │         428905 │         -39887 │    773.30 │   57.5 │     -2 │    BEAR │   -0.015 │   0.01 │   773.31 │  bullish │   773.31 │   773.25 │   773.09 │          │          │          │
│    15:20 │     │          66267 │          43938 │         +22329 │    773.25 │   50.0 │     -1 │    BEAR │   -0.020 │   0.01 │   773.31 │  bullish │   773.30 │   773.25 │   773.09 │          │          │          │
│    15:21 │     │         203238 │         120931 │         +82307 │    773.27 │   47.8 │     -1 │    BEAR │   -0.022 │   0.01 │   773.31 │  bullish │   773.29 │   773.25 │   773.10 │          │          │          │
│    15:22 │   B │         388932 │         341400 │         +47532 │    773.23 │   38.5 │     -1 │    BEAR │   -0.025 │   0.01 │   773.30 │  neutral │   773.28 │   773.25 │   773.11 │          │          │          │
│    15:23 │   B │           7589 │              0 │          +7589 │    773.33 │   45.9 │      1 │    BULL │   -0.020 │   0.01 │   773.28 │  bullish │   773.29 │   773.26 │   773.12 │          │          │          │
│    15:24 │     │          67748 │         129668 │         -61920 │    773.37 │   53.5 │      1 │    BULL │   -0.014 │   0.02 │   773.28 │  bullish │   773.31 │   773.27 │   773.13 │          │          │          │
│    15:25 │     │         110449 │         145456 │         -35007 │    773.16 │   43.2 │      2 │    BULL │   -0.024 │   0.02 │   773.27 │  bullish │   773.27 │   773.26 │   773.13 │          │          │          │
│    15:26 │   B │         520450 │         476274 │         +44176 │    773.15 │   41.4 │     -3 │    BEAR │   -0.030 │   0.02 │   773.26 │  neutral │   773.25 │   773.25 │   773.13 │          │          │          │
│    15:27 │     │          84484 │         140007 │         -55523 │    773.01 │   33.0 │     -3 │    BEAR │   -0.041 │   0.02 │   773.22 │  bearish │   773.19 │   773.23 │   773.12 │          │          │          │
│    15:28 │     │          73302 │         114441 │         -41139 │    772.99 │   33.7 │     -3 │    BEAR │   -0.048 │   0.02 │   773.17 │  bearish │   773.15 │   773.20 │   773.12 │          │          │          │
│    15:29 │     │         465562 │         881851 │        -416289 │    772.93 │   31.7 │     -3 │    BEAR │   -0.054 │   0.02 │   773.09 │  bearish │   773.10 │   773.18 │   773.11 │          │          │          │
│    15:30 │   B │         134258 │         251561 │        -117303 │    772.88 │   32.7 │     -3 │    BEAR │   -0.058 │   0.02 │   773.02 │  bearish │   773.05 │   773.15 │   773.10 │          │          │          │
│    15:31 │     │          88066 │          97204 │          -9138 │    772.90 │   24.1 │     -2 │    BEAR │   -0.057 │   0.02 │   772.97 │  bearish │   773.02 │   773.13 │   773.09 │          │          │          │
│    15:32 │     │         430558 │         768978 │        -338420 │    772.79 │   18.9 │     -2 │    BEAR │   -0.060 │   0.02 │   772.92 │  bearish │   772.97 │   773.10 │   773.08 │          │          │          │
│    15:33 │   B │         151785 │         187129 │         -35344 │    772.82 │   23.3 │     -2 │    BEAR │   -0.057 │   0.02 │   772.88 │  bearish │   772.93 │   773.07 │   773.07 │          │          │          │
│    15:34 │     │         152438 │         151964 │           +474 │    772.88 │   29.7 │     -1 │    BEAR │   -0.047 │   0.02 │   772.87 │  bearish │   772.92 │   773.06 │   773.06 │          │          │          │
│    15:35 │     │         440905 │         510583 │         -69678 │    772.81 │   26.0 │     -3 │    BEAR │   -0.043 │   0.02 │   772.86 │  bearish │   772.90 │   773.03 │   773.05 │          │          │          │
│    15:36 │   B │         103859 │         264841 │        -160982 │    772.95 │   36.8 │     -4 │    BEAR │   -0.029 │   0.02 │   772.86 │  bearish │   772.91 │   773.03 │   773.05 │          │          │          │
│    15:37 │     │          45739 │          36444 │          +9295 │    772.99 │   33.0 │     -3 │    BEAR │   -0.015 │   0.02 │   772.89 │  bearish │   772.93 │   773.02 │   773.05 │          │          │          │
│    15:38 │     │        1007065 │         707381 │        +299684 │    773.11 │   38.0 │      2 │    BULL │    0.003 │   0.02 │   772.94 │  bullish │   772.97 │   773.03 │   773.05 │          │          │          │
│    15:39 │   B │         609188 │         301694 │        +307494 │    773.17 │   50.5 │      1 │    BULL │    0.018 │   0.02 │   773.00 │  bullish │   773.01 │   773.04 │   773.05 │          │          │          │
│    15:40 │     │          42882 │          17547 │         +25335 │    773.09 │   47.0 │      1 │    BULL │    0.022 │   0.02 │   773.05 │  bullish │   773.03 │   773.05 │   773.06 │          │          │          │
│    15:41 │     │          55964 │          46121 │          +9843 │    773.01 │   50.0 │     -1 │    BEAR │    0.019 │   0.02 │   773.08 │  bullish │   773.03 │   773.04 │   773.05 │          │          │          │
│    15:42 │   B │         555954 │         850511 │        -294557 │    773.15 │   57.5 │      0 │ NEUTRAL │    0.025 │   0.02 │   773.10 │  bullish │   773.05 │   773.05 │   773.06 │          │          │          │
│    15:43 │     │          37197 │          38704 │          -1507 │    773.13 │   59.8 │      4 │    BULL │    0.027 │   0.02 │   773.11 │  bullish │   773.07 │   773.06 │   773.06 │          │          │          │
│    15:44 │     │          71551 │          29225 │         +42326 │    773.09 │   60.4 │      1 │    BULL │    0.025 │   0.02 │   773.10 │  neutral │   773.07 │   773.06 │   773.06 │          │          │          │
│    15:45 │   B │         973632 │         959317 │         +14315 │    772.93 │   51.3 │     -3 │    BEAR │    0.012 │   0.02 │   773.07 │  bearish │   773.04 │   773.05 │   773.06 │          │          │          │
│    15:46 │     │          83874 │          38793 │         +45081 │    772.94 │   57.1 │     -4 │    BEAR │    0.004 │   0.02 │   773.06 │  bearish │   773.02 │   773.04 │   773.05 │          │          │          │
│    15:47 │     │          70376 │          62792 │          +7584 │    773.06 │   60.5 │      0 │ NEUTRAL │    0.007 │   0.02 │   773.05 │  bullish │   773.03 │   773.04 │   773.05 │          │          │          │
│    15:48 │   B │         644251 │         465781 │        +178470 │    772.99 │   54.8 │     -1 │    BEAR │    0.004 │   0.02 │   773.02 │  bullish │   773.02 │   773.04 │   773.05 │          │          │          │
│    15:49 │     │          60610 │          32334 │         +28276 │    773.17 │   64.3 │      2 │    BULL │    0.014 │   0.02 │   773.03 │  bullish │   773.05 │   773.05 │   773.05 │          │          │          │
│    15:50 │     │         201046 │         300512 │         -99466 │    772.56 │   38.7 │     -4 │    BEAR │   -0.019 │   0.02 │   772.98 │  bearish │   772.94 │   773.01 │   773.04 │          │          │          │
│    15:51 │   B │         204319 │         421449 │        -217130 │    772.47 │   35.4 │     -4 │    BEAR │   -0.045 │   0.03 │   772.89 │  bearish │   772.84 │   772.96 │   773.01 │          │          │          │
│    15:52 │     │          75671 │          51460 │         +24211 │    772.43 │   30.0 │     -3 │    BEAR │   -0.060 │   0.03 │   772.78 │  bearish │   772.75 │   772.91 │   772.99 │          │          │          │
│    15:53 │     │          38793 │          42657 │          -3864 │    772.49 │   30.0 │     -3 │    BEAR │   -0.063 │   0.03 │   772.67 │  bearish │   772.69 │   772.87 │   772.97 │          │          │          │
│    15:54 │   B │         177467 │         303152 │        -125685 │    772.38 │   29.5 │     -3 │    BEAR │   -0.067 │   0.03 │   772.54 │  bearish │   772.62 │   772.83 │   772.95 │          │          │          │
│    15:55 │     │          84305 │          41219 │         +43086 │    772.59 │   38.7 │     -4 │    BEAR │   -0.053 │   0.03 │   772.51 │  bearish │   772.61 │   772.80 │   772.93 │          │          │          │
│    15:56 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    15:57 │   B │          41513 │          90942 │         -49429 │    772.36 │   30.1 │     -3 │    BEAR │   -0.048 │   0.03 │   772.49 │  bearish │   772.53 │   772.74 │   772.89 │          │          │          │
│    15:58 │     │          47453 │          69708 │         -22255 │    772.71 │   41.5 │     -4 │    BEAR │   -0.022 │   0.03 │   772.51 │  bearish │   772.57 │   772.73 │   772.89 │          │          │          │
│    15:59 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:00 │   B │         825339 │         302876 │        +522463 │    773.07 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:01 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:02 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:03 │   B │         136226 │         139271 │          -3045 │    773.07 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:04 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:05 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:06 │   B │          48238 │          70577 │         -22339 │    773.07 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:07 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:08 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:09 │   B │          74542 │          62486 │         +12056 │    773.07 │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:10 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:11 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    16:12 │   B │         128826 │          51701 │         +77125 │    773.07 │        │        │         │          │        │          │          │          │          │          │          │          │          │
└──────────┴─────┴────────────────┴────────────────┴────────────────┴───────────┴────────┴────────┴─────────┴──────────┴────────┴──────────┴──────────┴──────────┴──────────┴──────────┴──────────┴──────────┴──────────┘
