PREMIUM POR MINUTO vs PRECIO DEL SPY  —  2026-08-11  —  expiry 0DTE 20260811
Rejilla completa 09:30 -> 16:13 = 404 minutos | con dato 373 | sin dato 31
B = ese minuto incluye la banda (3 min de golpe).  Vacio = sin lectura ese minuto.
Importes en DOLARES, premium BRUTO (no distingue comprador de vendedor).

┌──────────┬─────┬────────────────┬────────────────┬────────────────┬───────────┬────────┬────────┬─────────┬──────────┬────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┬──────────┐
│   MINUTO │   B │           CALL │            PUT │          C - P │       SPY │    RSI │  SCORE │     DIR │    MACDh │   ATR% │     VWAP │      OBV │     EMA8 │    EMA21 │    EMA50 │    SMA20 │    SMA50 │   SMA200 │
│    13:38 │     │         159264 │         140110 │         +19154 │    770.78 │   44.7 │      2 │    BULL │    0.023 │   0.02 │   770.94 │  bearish │   770.88 │   770.84 │   770.98 │   770.83 │   770.90 │   772.17 │
│    13:39 │     │          79369 │          66772 │         +12597 │    770.88 │   56.0 │      0 │ NEUTRAL │    0.019 │   0.02 │   770.94 │  bearish │   770.88 │   770.85 │   770.97 │   770.84 │   770.89 │   772.15 │
│    13:40 │   B │        1107010 │         894478 │        +212532 │    771.00 │   58.6 │      0 │ NEUTRAL │    0.023 │   0.02 │   770.92 │  bearish │   770.91 │   770.86 │   770.97 │   770.85 │   770.88 │   772.14 │
│    13:41 │     │         299755 │         425666 │        -125911 │    771.14 │   66.7 │      1 │    BULL │    0.033 │   0.02 │   770.93 │  bullish │   770.96 │   770.89 │   770.98 │   770.86 │   770.87 │   772.13 │
│    13:42 │     │         437481 │          82619 │        +354862 │    771.26 │   65.8 │      1 │    BULL │    0.046 │   0.02 │   770.98 │  bullish │   771.03 │   770.92 │   770.99 │   770.89 │   770.87 │   772.12 │
│    13:43 │   B │        1556200 │         846065 │        +710135 │    771.21 │   64.8 │      2 │    BULL │    0.048 │   0.02 │   771.06 │  bullish │   771.07 │   770.95 │   771.00 │   770.91 │   770.87 │   772.11 │
│    13:44 │     │          98693 │          30052 │         +68641 │    771.27 │   68.5 │      1 │    BULL │    0.050 │   0.02 │   771.14 │  bullish │   771.11 │   770.98 │   771.01 │   770.93 │   770.87 │   772.09 │
│    13:45 │     │         114319 │         119765 │          -5446 │    771.21 │   67.5 │      1 │    BULL │    0.044 │   0.02 │   771.20 │  bullish │   771.13 │   771.00 │   771.02 │   770.95 │   770.87 │   772.08 │
│    13:46 │   B │         711429 │         880074 │        -168645 │    771.23 │   70.2 │      1 │    BULL │    0.040 │   0.02 │   771.22 │  bullish │   771.16 │   771.02 │   771.03 │   770.97 │   770.87 │   772.07 │
│    13:47 │     │          78507 │          93510 │         -15003 │    771.25 │   68.9 │      1 │    BULL │    0.035 │   0.02 │   771.22 │  bullish │   771.18 │   771.04 │   771.04 │   771.00 │   770.87 │   772.06 │
│    13:48 │     │         347544 │         110120 │        +237424 │    771.31 │   66.7 │      1 │    BULL │    0.034 │   0.02 │   771.24 │  bullish │   771.21 │   771.06 │   771.05 │   771.02 │   770.87 │   772.05 │
│    13:49 │   B │         795607 │         715513 │         +80094 │    771.17 │   55.7 │      2 │    BULL │    0.021 │   0.02 │   771.23 │  bullish │   771.20 │   771.07 │   771.05 │   771.04 │   770.87 │   772.03 │
│    13:50 │     │          58933 │          78089 │         -19156 │    771.25 │   60.0 │      4 │    BULL │    0.017 │   0.02 │   771.24 │  bullish │   771.21 │   771.09 │   771.06 │   771.06 │   770.88 │   772.02 │
│    13:51 │     │          51727 │          80139 │         -28412 │    771.22 │   62.1 │      2 │    BULL │    0.010 │   0.02 │   771.24 │  bullish │   771.21 │   771.10 │   771.07 │   771.08 │   770.88 │   772.01 │
│    13:52 │   B │         439672 │         495859 │         -56187 │    771.26 │   73.1 │      3 │    BULL │    0.007 │   0.02 │   771.24 │  bullish │   771.22 │   771.12 │   771.07 │   771.11 │   770.89 │   772.00 │
│    13:53 │     │          45604 │          84819 │         -39215 │    771.25 │   69.5 │      3 │    BULL │    0.004 │   0.02 │   771.23 │  bullish │   771.23 │   771.13 │   771.08 │   771.13 │   770.89 │   771.99 │
│    13:54 │     │         155539 │         115340 │         +40199 │    771.30 │   67.0 │      3 │    BULL │    0.003 │   0.02 │   771.24 │  bullish │   771.24 │   771.14 │   771.09 │   771.15 │   770.90 │   771.98 │
│    13:55 │   B │         409842 │         310740 │         +99102 │    771.24 │   56.3 │     -2 │    BEAR │   -0.002 │   0.02 │   771.24 │  bullish │   771.24 │   771.15 │   771.09 │   771.16 │   770.91 │   771.96 │
│    13:56 │     │         165465 │         135801 │         +29664 │    771.15 │   42.9 │      0 │ NEUTRAL │   -0.011 │   0.02 │   771.23 │  bullish │   771.22 │   771.15 │   771.10 │   771.17 │   770.91 │   771.95 │
│    13:57 │     │         108583 │          93419 │         +15164 │    771.14 │   45.2 │     -3 │    BEAR │   -0.018 │   0.02 │   771.22 │  bearish │   771.20 │   771.15 │   771.10 │   771.18 │   770.92 │   771.94 │
│    13:58 │   B │         531835 │         534665 │          -2830 │    771.26 │   49.4 │      1 │    BULL │   -0.015 │   0.02 │   771.22 │  bullish │   771.22 │   771.16 │   771.10 │   771.20 │   770.93 │   771.93 │
│    13:59 │     │          80619 │          78074 │          +2545 │    771.23 │   51.3 │     -1 │    BEAR │   -0.015 │   0.02 │   771.21 │  bearish │   771.22 │   771.17 │   771.11 │   771.22 │   770.93 │   771.92 │
│    14:00 │     │         109322 │         126530 │         -17208 │    771.16 │   45.7 │     -1 │    BEAR │   -0.019 │   0.02 │   771.19 │  bearish │   771.21 │   771.17 │   771.11 │   771.23 │   770.94 │   771.91 │
│    14:01 │   B │         399478 │         522578 │        -123100 │    771.05 │   38.9 │      0 │ NEUTRAL │   -0.028 │   0.02 │   771.17 │  bearish │   771.17 │   771.16 │   771.11 │   771.22 │   770.95 │   771.89 │
│    14:02 │     │        1325868 │        2203081 │        -877213 │    770.98 │   31.9 │     -3 │    BEAR │   -0.038 │   0.02 │   771.13 │  bearish │   771.13 │   771.14 │   771.10 │   771.21 │   770.96 │   771.88 │
│    14:03 │     │         306220 │         451353 │        -145133 │    771.11 │   46.7 │     -5 │    BEAR │   -0.034 │   0.02 │   771.11 │  bearish │   771.12 │   771.14 │   771.10 │   771.20 │   770.97 │   771.87 │
│    14:04 │   B │         756213 │        1586816 │        -830603 │    771.07 │   39.5 │     -4 │    BEAR │   -0.033 │   0.02 │   771.07 │  bearish │   771.11 │   771.13 │   771.10 │   771.19 │   770.99 │   771.86 │
│    14:05 │     │         309389 │         242332 │         +67057 │    771.00 │   37.8 │     -4 │    BEAR │   -0.035 │   0.02 │   771.05 │  bearish │   771.09 │   771.12 │   771.10 │   771.18 │   771.00 │   771.85 │
│    14:06 │     │         164272 │         662242 │        -497970 │    770.76 │   27.3 │     -3 │    BEAR │   -0.051 │   0.02 │   771.00 │  bearish │   771.01 │   771.09 │   771.09 │   771.16 │   771.01 │   771.83 │
│    14:07 │   B │         732271 │        1320762 │        -588491 │    770.83 │   31.9 │     -3 │    BEAR │   -0.053 │   0.02 │   770.97 │  bearish │   770.97 │   771.06 │   771.08 │   771.14 │   771.01 │   771.82 │
│    14:08 │     │          51827 │         194219 │        -142392 │    770.73 │   26.4 │     -3 │    BEAR │   -0.059 │   0.02 │   770.91 │  bearish │   770.92 │   771.03 │   771.06 │   771.11 │   771.01 │   771.80 │
│    14:09 │     │          60256 │         179584 │        -119328 │    770.69 │   26.9 │     -3 │    BEAR │   -0.061 │   0.02 │   770.84 │  bearish │   770.87 │   771.00 │   771.05 │   771.08 │   771.01 │   771.78 │
│    14:10 │   B │         646245 │        1071970 │        -425725 │    770.75 │   32.8 │     -3 │    BEAR │   -0.056 │   0.02 │   770.78 │  bearish │   770.84 │   770.98 │   771.04 │   771.06 │   771.01 │   771.77 │
│    14:11 │     │          96624 │         116288 │         -19664 │    770.85 │   38.4 │     -2 │    BEAR │   -0.043 │   0.02 │   770.77 │  bullish │   770.84 │   770.97 │   771.03 │   771.04 │   771.01 │   771.75 │
│    14:12 │     │          99894 │         111100 │         -11206 │    770.78 │   30.0 │     -1 │    BEAR │   -0.036 │   0.02 │   770.77 │  bullish │   770.83 │   770.95 │   771.02 │   771.02 │   771.01 │   771.74 │
│    14:13 │   B │         497841 │         643434 │        -145593 │    770.78 │   30.8 │     -3 │    BEAR │   -0.030 │   0.02 │   770.78 │  bullish │   770.82 │   770.93 │   771.01 │   770.99 │   771.01 │   771.72 │
│    14:14 │     │          41059 │          30721 │         +10338 │    770.84 │   36.2 │     -2 │    BEAR │   -0.020 │   0.02 │   770.80 │  bullish │   770.82 │   770.93 │   771.00 │   770.97 │   771.01 │   771.71 │
│    14:15 │     │          89388 │          74684 │         +14704 │    770.79 │   38.2 │     -4 │    BEAR │   -0.015 │   0.02 │   770.82 │  bullish │   770.82 │   770.91 │   770.99 │   770.95 │   771.01 │   771.69 │
│    14:16 │   B │         361723 │         668473 │        -306750 │    770.73 │   38.5 │     -4 │    BEAR │   -0.015 │   0.02 │   770.81 │  bullish │   770.80 │   770.90 │   770.98 │   770.93 │   771.01 │   771.68 │
│    14:17 │     │         103341 │         121337 │         -17996 │    770.66 │   28.2 │     -3 │    BEAR │   -0.017 │   0.02 │   770.79 │  bearish │   770.77 │   770.88 │   770.97 │   770.90 │   771.01 │   771.66 │
│    14:18 │     │          87785 │         114368 │         -26583 │    770.73 │   34.0 │     -3 │    BEAR │   -0.013 │   0.02 │   770.76 │  bullish │   770.76 │   770.86 │   770.96 │   770.88 │   771.00 │   771.65 │
│    14:19 │   B │         849554 │         657347 │        +192207 │    770.75 │   37.6 │     -4 │    BEAR │   -0.007 │   0.02 │   770.75 │  bullish │   770.76 │   770.85 │   770.95 │   770.85 │   771.00 │   771.63 │
│    14:20 │     │         203746 │         303576 │         -99830 │    770.52 │   38.0 │     -2 │    BEAR │   -0.017 │   0.02 │   770.70 │  bullish │   770.70 │   770.82 │   770.94 │   770.82 │   771.00 │   771.62 │
│    14:21 │     │          73718 │         277306 │        -203588 │    770.42 │   30.1 │     -3 │    BEAR │   -0.028 │   0.02 │   770.64 │  bearish │   770.64 │   770.79 │   770.92 │   770.79 │   770.99 │   771.60 │
│    14:22 │   B │         601124 │        1688083 │       -1086959 │    770.41 │   33.0 │     -3 │    BEAR │   -0.034 │   0.02 │   770.58 │  bearish │   770.59 │   770.75 │   770.90 │   770.76 │   770.98 │   771.59 │
│    14:23 │     │         155759 │         276713 │        -120954 │    770.31 │   31.0 │     -3 │    BEAR │   -0.040 │   0.02 │   770.51 │  bearish │   770.53 │   770.71 │   770.87 │   770.72 │   770.97 │   771.57 │
│    14:24 │     │         156603 │         191421 │         -34818 │    770.49 │   38.4 │     -4 │    BEAR │   -0.030 │   0.02 │   770.44 │  bearish │   770.52 │   770.69 │   770.86 │   770.69 │   770.96 │   771.55 │
│    14:25 │   B │         707262 │        1025581 │        -318319 │    770.55 │   36.1 │     -2 │    BEAR │   -0.017 │   0.02 │   770.43 │  bullish │   770.53 │   770.68 │   770.85 │   770.67 │   770.95 │   771.54 │
│    14:26 │     │          79092 │         114117 │         -35025 │    770.38 │   33.1 │     -3 │    BEAR │   -0.018 │   0.02 │   770.43 │  bearish │   770.49 │   770.65 │   770.83 │   770.65 │   770.94 │   771.53 │
│    14:27 │     │         474038 │         416265 │         +57773 │    770.11 │   26.9 │     -3 │    BEAR │   -0.033 │   0.02 │   770.39 │  bearish │   770.41 │   770.60 │   770.80 │   770.61 │   770.92 │   771.51 │
│    14:28 │   B │         693968 │        3228148 │       -2534180 │    769.89 │   20.5 │     -2 │    BEAR │   -0.054 │   0.02 │   770.31 │  bearish │   770.29 │   770.54 │   770.76 │   770.57 │   770.91 │   771.50 │
│    14:29 │     │          93538 │         881403 │        -787865 │    769.50 │   16.9 │     -2 │    BEAR │   -0.088 │   0.03 │   770.13 │  bearish │   770.12 │   770.44 │   770.71 │   770.51 │   770.88 │   771.48 │
│    14:30 │     │         309128 │         479101 │        -169973 │    769.81 │   29.1 │     -3 │    BEAR │   -0.083 │   0.03 │   769.97 │  bearish │   770.05 │   770.39 │   770.68 │   770.47 │   770.86 │   771.47 │
│    14:31 │   B │        1775567 │        2743156 │        -967589 │    769.97 │   34.9 │     -3 │    BEAR │   -0.063 │   0.03 │   769.87 │  bearish │   770.03 │   770.35 │   770.65 │   770.42 │   770.83 │   771.45 │
│    14:32 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:33 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:34 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:35 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:36 │   B │              0 │              0 │             +0 │    770.11 │   43.2 │      2 │    BULL │    0.017 │   0.03 │   770.01 │  bullish │   770.03 │   770.22 │   770.54 │   770.23 │   770.71 │   771.39 │
│    14:37 │     │         145789 │         181708 │         -35919 │    770.01 │   43.2 │     -2 │    BEAR │    0.022 │   0.03 │   770.03 │  bearish │   770.03 │   770.20 │   770.52 │   770.20 │   770.69 │   771.37 │
│    14:38 │     │         174514 │         344979 │        -170465 │    770.00 │   38.0 │     -2 │    BEAR │    0.025 │   0.03 │   770.04 │  bearish │   770.02 │   770.19 │   770.50 │   770.16 │   770.66 │   771.36 │
│    14:39 │   B │         887337 │        1301422 │        -414085 │    770.01 │   36.5 │     -2 │    BEAR │    0.028 │   0.03 │   770.05 │  bearish │   770.02 │   770.17 │   770.48 │   770.12 │   770.64 │   771.35 │
│    14:40 │     │          79064 │         325867 │        -246803 │    769.84 │   36.5 │     -2 │    BEAR │    0.020 │   0.03 │   770.01 │  bearish │   769.98 │   770.14 │   770.45 │   770.09 │   770.61 │   771.34 │
│    14:41 │     │          65676 │         306122 │        -240446 │    769.68 │   38.6 │      0 │ NEUTRAL │    0.006 │   0.03 │   769.94 │  bearish │   769.91 │   770.10 │   770.42 │   770.05 │   770.58 │   771.32 │
│    14:42 │   B │         767643 │        1695605 │        -927962 │    769.84 │   48.6 │     -3 │    BEAR │    0.008 │   0.03 │   769.88 │  bearish │   769.90 │   770.07 │   770.40 │   770.02 │   770.55 │   771.31 │
│    14:43 │     │          39128 │         128725 │         -89597 │    769.82 │   61.0 │     -4 │    BEAR │    0.010 │   0.02 │   769.84 │  bearish │   769.88 │   770.05 │   770.38 │   770.00 │   770.52 │   771.29 │
│    14:44 │     │          67725 │         129632 │         -61907 │    769.79 │   49.2 │     -3 │    BEAR │    0.011 │   0.02 │   769.81 │  bearish │   769.86 │   770.03 │   770.35 │   769.96 │   770.49 │   771.28 │
│    14:45 │   B │         971791 │        1454021 │        -482230 │    769.92 │   47.8 │     -1 │    BEAR │    0.021 │   0.02 │   769.81 │  bearish │   769.87 │   770.02 │   770.34 │   769.93 │   770.46 │   771.27 │
│    14:46 │     │         144400 │          87807 │         +56593 │    769.96 │   48.7 │      1 │    BULL │    0.030 │   0.02 │   769.85 │  bullish │   769.89 │   770.01 │   770.32 │   769.91 │   770.44 │   771.25 │
│    14:47 │     │        1226115 │         825123 │        +400992 │    769.99 │   55.0 │      0 │ NEUTRAL │    0.038 │   0.02 │   769.90 │  bullish │   769.91 │   770.01 │   770.31 │   769.90 │   770.42 │   771.24 │
│    14:48 │     │                │                │                │           │        │        │         │          │        │          │          │          │          │          │          │          │          │
│    14:49 │   B │              0 │              0 │             +0 │    770.34 │   60.5 │     -2 │    BEAR │    0.074 │   0.02 │   770.05 │  bullish │   770.05 │   770.05 │   770.30 │   769.96 │   770.38 │   771.22 │
│    14:50 │     │         338219 │          71646 │        +266573 │    770.24 │   55.0 │      3 │    BULL │    0.077 │   0.02 │   770.13 │  bullish │   770.09 │   770.07 │   770.30 │   769.98 │   770.36 │   771.21 │
│    14:51 │     │         225975 │         112126 │        +113849 │    770.27 │   60.5 │      2 │    BULL │    0.078 │   0.02 │   770.18 │  bullish │   770.13 │   770.09 │   770.30 │   770.00 │   770.34 │   771.20 │
│    14:52 │   B │         823733 │        1123781 │        -300048 │    770.36 │   63.6 │      2 │    BULL │    0.081 │   0.02 │   770.24 │  bullish │   770.18 │   770.11 │   770.30 │   770.02 │   770.33 │   771.19 │
│    14:53 │     │         290477 │         146102 │        +144375 │    770.30 │   60.6 │      2 │    BULL │    0.076 │   0.02 │   770.29 │  bullish │   770.21 │   770.13 │   770.30 │   770.04 │   770.31 │   771.18 │
│    14:54 │     │         116753 │          52650 │         +64103 │    770.37 │   70.9 │      1 │    BULL │    0.074 │   0.02 │   770.31 │  bullish │   770.25 │   770.15 │   770.31 │   770.05 │   770.30 │   771.17 │
│    14:55 │   B │         863412 │         970634 │        -107222 │    770.28 │   75.0 │      1 │    BULL │    0.063 │   0.02 │   770.31 │  bullish │   770.25 │   770.16 │   770.30 │   770.06 │   770.29 │   771.16 │
│    14:56 │     │         325442 │          98964 │        +226478 │    770.19 │   65.5 │      1 │    BULL │    0.048 │   0.02 │   770.31 │  bullish │   770.24 │   770.17 │   770.30 │   770.07 │   770.27 │   771.15 │
│    14:57 │     │         131400 │         127946 │          +3454 │    770.33 │   70.4 │      3 │    BULL │    0.045 │   0.02 │   770.30 │  bullish │   770.26 │   770.18 │   770.30 │   770.09 │   770.26 │   771.14 │
│    14:58 │   B │         577375 │         729912 │        -152537 │    770.13 │   62.0 │      2 │    BULL │    0.028 │   0.02 │   770.27 │  bullish │   770.23 │   770.18 │   770.29 │   770.09 │   770.25 │   771.13 │
│    14:59 │     │          70788 │         123847 │         -53059 │    770.08 │   56.0 │      2 │    BULL │    0.013 │   0.02 │   770.22 │  bullish │   770.20 │   770.17 │   770.29 │   770.10 │   770.24 │   771.12 │
│    15:00 │     │         121039 │         345753 │        -224714 │    769.98 │   50.7 │     -5 │    BEAR │   -0.004 │   0.02 │   770.16 │  bullish │   770.15 │   770.15 │   770.27 │   770.10 │   770.22 │   771.11 │
│    15:01 │   B │         578493 │         811776 │        -233283 │    769.99 │   50.0 │     -5 │    BEAR │   -0.013 │   0.02 │   770.13 │  bullish │   770.11 │   770.14 │   770.26 │   770.12 │   770.21 │   771.10 │
│    15:02 │     │          39421 │          47595 │          -8174 │    770.09 │   46.9 │     -3 │    BEAR │   -0.012 │   0.02 │   770.08 │  bullish │   770.11 │   770.13 │   770.26 │   770.13 │   770.19 │   771.09 │
│    15:03 │     │          95345 │          58651 │         +36694 │    770.10 │   39.5 │     -2 │    BEAR │   -0.010 │   0.02 │   770.07 │  bullish │   770.11 │   770.13 │   770.25 │   770.14 │   770.18 │   771.08 │
│    15:04 │   B │         208734 │         234273 │         -25539 │    770.10 │   43.3 │     -2 │    BEAR │   -0.008 │   0.02 │   770.06 │  bullish │   770.11 │   770.13 │   770.24 │   770.16 │   770.17 │   771.07 │
│    15:05 │     │         223288 │          59100 │        +164188 │    770.08 │   40.8 │     -2 │    BEAR │   -0.008 │   0.02 │   770.07 │  bullish │   770.10 │   770.12 │   770.24 │   770.17 │   770.15 │   771.06 │
│    15:06 │     │          55544 │          79906 │         -24362 │    770.03 │   33.3 │     -5 │    BEAR │   -0.010 │   0.02 │   770.08 │  bearish │   770.08 │   770.11 │   770.23 │   770.17 │   770.14 │   771.05 │
│    15:07 │   B │         209426 │         580722 │        -371296 │    769.89 │   30.8 │     -3 │    BEAR │   -0.020 │   0.02 │   770.05 │  bearish │   770.04 │   770.09 │   770.22 │   770.17 │   770.12 │   771.04 │
│    15:08 │     │          15643 │         116857 │        -101214 │    769.97 │   31.5 │     -3 │    BEAR │   -0.020 │   0.02 │   770.02 │  bearish │   770.03 │   770.08 │   770.21 │   770.16 │   770.11 │   771.03 │
│    15:09 │     │          50920 │          82469 │         -31549 │    770.08 │   40.9 │     -2 │    BEAR │   -0.011 │   0.02 │   770.00 │  bullish │   770.04 │   770.08 │   770.20 │   770.14 │   770.09 │   771.02 │
│    15:10 │   B │         403803 │         498558 │         -94755 │    770.18 │   49.5 │      1 │    BULL │    0.001 │   0.02 │   770.02 │  bullish │   770.07 │   770.09 │   770.20 │   770.14 │   770.09 │   771.01 │
│    15:11 │     │         101211 │          56558 │         +44653 │    770.25 │   46.2 │      5 │    BULL │    0.014 │   0.02 │   770.06 │  bullish │   770.11 │   770.11 │   770.20 │   770.14 │   770.08 │   771.00 │
│    15:12 │     │          64566 │          51916 │         +12650 │    770.20 │   53.9 │      5 │    BULL │    0.018 │   0.02 │   770.11 │  bullish │   770.13 │   770.11 │   770.20 │   770.13 │   770.08 │   771.00 │
│    15:13 │   B │         971112 │         683262 │        +287850 │    770.35 │   63.6 │      2 │    BULL │    0.029 │   0.02 │   770.18 │  bullish │   770.18 │   770.14 │   770.21 │   770.13 │   770.08 │   770.99 │
│    15:14 │     │          71875 │          86440 │         -14565 │    770.24 │   63.0 │      4 │    BULL │    0.028 │   0.02 │   770.23 │  bullish │   770.19 │   770.14 │   770.21 │   770.13 │   770.07 │   770.98 │
│    15:15 │     │          60543 │          78032 │         -17489 │    770.21 │   60.8 │      2 │    BULL │    0.024 │   0.02 │   770.25 │  bullish │   770.20 │   770.15 │   770.21 │   770.12 │   770.07 │   770.97 │
│    15:16 │   B │         514013 │         582015 │         -68002 │    770.33 │   61.5 │      2 │    BULL │    0.028 │   0.02 │   770.26 │  bullish │   770.23 │   770.17 │   770.21 │   770.13 │   770.07 │   770.97 │
│    15:17 │     │         244087 │          52552 │        +191535 │    770.26 │   57.3 │      0 │ NEUTRAL │    0.024 │   0.02 │   770.28 │  bearish │   770.23 │   770.18 │   770.22 │   770.13 │   770.07 │   770.96 │
│    15:18 │     │          85922 │          43184 │         +42738 │    770.38 │   61.5 │      2 │    BULL │    0.028 │   0.02 │   770.29 │  bullish │   770.27 │   770.19 │   770.22 │   770.14 │   770.08 │   770.95 │
│    15:19 │   B │         784944 │         618675 │        +166269 │    770.44 │   64.3 │      2 │    BULL │    0.033 │   0.02 │   770.32 │  bullish │   770.30 │   770.22 │   770.23 │   770.16 │   770.10 │   770.94 │
│    15:20 │     │         158034 │          33096 │        +124938 │    770.44 │   66.9 │      1 │    BULL │    0.034 │   0.02 │   770.36 │  bullish │   770.33 │   770.24 │   770.24 │   770.18 │   770.11 │   770.93 │
│    15:21 │     │         138321 │          37402 │        +100919 │    770.52 │   77.4 │      0 │ NEUTRAL │    0.037 │   0.02 │   770.40 │  bullish │   770.38 │   770.26 │   770.25 │   770.21 │   770.12 │   770.92 │
│    15:22 │   B │         606053 │         477962 │        +128091 │    770.50 │   74.3 │      1 │    BULL │    0.036 │   0.02 │   770.44 │  bullish │   770.40 │   770.28 │   770.26 │   770.23 │   770.13 │   770.92 │
│    15:23 │     │         214442 │          93549 │        +120893 │    770.54 │   72.5 │      1 │    BULL │    0.035 │   0.02 │   770.48 │  bullish │   770.43 │   770.31 │   770.27 │   770.25 │   770.15 │   770.91 │
│    15:24 │     │         252798 │          59155 │        +193643 │    770.64 │   72.5 │      1 │    BULL │    0.039 │   0.02 │   770.52 │  bullish │   770.48 │   770.34 │   770.29 │   770.28 │   770.16 │   770.90 │
│    15:25 │   B │         799802 │         532312 │        +267490 │    770.62 │   69.1 │      1 │    BULL │    0.037 │   0.02 │   770.55 │  bullish │   770.51 │   770.36 │   770.30 │   770.30 │   770.17 │   770.89 │
│    15:26 │     │          77449 │          52764 │         +24685 │    770.57 │   69.1 │      3 │    BULL │    0.030 │   0.02 │   770.57 │  bullish │   770.52 │   770.38 │   770.31 │   770.33 │   770.18 │   770.88 │
│    15:27 │     │          77298 │         118389 │         -41091 │    770.52 │   59.8 │      2 │    BULL │    0.020 │   0.02 │   770.57 │  bullish │   770.52 │   770.39 │   770.32 │   770.36 │   770.19 │   770.88 │
│    15:28 │   B │         374182 │         435435 │         -61253 │    770.66 │   73.3 │      1 │    BULL │    0.021 │   0.02 │   770.58 │  bullish │   770.55 │   770.42 │   770.33 │   770.40 │   770.20 │   770.87 │
│    15:29 │     │         138162 │          67575 │         +70587 │    770.63 │   73.3 │      1 │    BULL │    0.017 │   0.02 │   770.58 │  bullish │   770.57 │   770.44 │   770.34 │   770.42 │   770.21 │   770.86 │
│    15:30 │     │         276619 │         136415 │        +140204 │    770.69 │   71.4 │      1 │    BULL │    0.017 │   0.02 │   770.60 │  bullish │   770.60 │   770.46 │   770.36 │   770.45 │   770.23 │   770.85 │
│    15:31 │   B │         958242 │         502736 │        +455506 │    770.76 │   79.8 │      0 │ NEUTRAL │    0.020 │   0.02 │   770.64 │  bullish │   770.63 │   770.49 │   770.37 │   770.48 │   770.25 │   770.84 │
│    15:32 │     │         133605 │          85765 │         +47840 │    770.61 │   63.2 │      2 │    BULL │    0.009 │   0.02 │   770.67 │  bullish │   770.63 │   770.50 │   770.38 │   770.50 │   770.27 │   770.84 │
│    15:33 │     │          83690 │          68211 │         +15479 │    770.69 │   64.0 │      4 │    BULL │    0.007 │   0.02 │   770.68 │  bullish │   770.64 │   770.52 │   770.39 │   770.51 │   770.29 │   770.83 │
│    15:34 │   B │         794616 │         269396 │        +525220 │    770.80 │   68.0 │      1 │    BULL │    0.011 │   0.02 │   770.71 │  bullish │   770.68 │   770.54 │   770.41 │   770.54 │   770.31 │   770.82 │
│    15:35 │     │         143336 │          67888 │         +75448 │    770.80 │   65.2 │      1 │    BULL │    0.011 │   0.02 │   770.73 │  bullish │   770.70 │   770.57 │   770.42 │   770.57 │   770.32 │   770.82 │
│    15:36 │     │         189957 │          65037 │        +124920 │    770.96 │   71.7 │      1 │    BULL │    0.020 │   0.02 │   770.76 │  bullish │   770.76 │   770.60 │   770.45 │   770.60 │   770.34 │   770.81 │
│    15:37 │   B │         474436 │         252677 │        +221759 │    770.93 │   68.6 │      1 │    BULL │    0.022 │   0.02 │   770.81 │  bullish │   770.80 │   770.63 │   770.46 │   770.63 │   770.36 │   770.80 │
│    15:38 │     │         150204 │         164372 │         -14168 │    771.08 │   70.0 │      1 │    BULL │    0.030 │   0.02 │   770.89 │  bullish │   770.86 │   770.67 │   770.49 │   770.67 │   770.38 │   770.80 │
│    15:39 │     │          94439 │          30122 │         +64317 │    771.05 │   69.4 │      1 │    BULL │    0.030 │   0.02 │   770.94 │  bullish │   770.90 │   770.71 │   770.51 │   770.70 │   770.39 │   770.79 │
│    15:40 │   B │         367233 │         184848 │        +182385 │    770.96 │   67.0 │     -1 │    BEAR │    0.022 │   0.02 │   770.97 │  bullish │   770.92 │   770.73 │   770.53 │   770.73 │   770.41 │   770.79 │
│    15:41 │     │          67196 │          93266 │         -26070 │    770.90 │   66.4 │     -1 │    BEAR │    0.010 │   0.02 │   770.98 │  bearish │   770.91 │   770.75 │   770.54 │   770.75 │   770.42 │   770.78 │
│    15:42 │     │          71517 │          72780 │          -1263 │    770.77 │   54.8 │     -3 │    BEAR │   -0.008 │   0.02 │   770.95 │  bearish │   770.88 │   770.75 │   770.55 │   770.76 │   770.43 │   770.77 │
│    15:43 │   B │         406675 │         344489 │         +62186 │    770.81 │   57.8 │     -2 │    BEAR │   -0.017 │   0.02 │   770.91 │  bullish │   770.86 │   770.75 │   770.56 │   770.77 │   770.44 │   770.77 │
│    15:44 │     │          65622 │         148681 │         -83059 │    770.72 │   51.3 │     -3 │    BEAR │   -0.029 │   0.02 │   770.85 │  bearish │   770.83 │   770.75 │   770.57 │   770.78 │   770.45 │   770.76 │
│    15:45 │     │         109753 │         250845 │        -141092 │    770.47 │   39.4 │      0 │ NEUTRAL │   -0.053 │   0.02 │   770.76 │  bearish │   770.75 │   770.72 │   770.56 │   770.77 │   770.45 │   770.76 │
